id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years,correct_name,name_ratio,Number,Program Title,Program Type,Program Genre,Network,First Air Year,Last Air Year,Program Description
4368124,the house on k-street,nan,3,1959,nan,h2523,nan,nan,nan,nan,,,,,,,,,,
4327374,the buckskin rangers,nan,3,1951,nan,b2565,nan,nan,nan,nan,,,,,,,,,,
2788262,the third man,nan,2,1959,nan,t635,nan,nan,nan,1959-1965,,,,,,,,,,
4372470,the jerry lewis show,nan,3,1957,nan,j642,nan,nan,nan,nan,,,,,,,,,,
4372471,the jerry lewis show,nan,3,1958,nan,j642,nan,nan,nan,nan,,,,,,,,,,
1619552,man of the week,nan,2,1952,nan,m5132,nan,nan,nan,1952-1954,,,,,,,,,,
2547372,the bing crosby show,nan,2,1959,nan,b5262,nan,nan,nan,1959-????,,,,,,,,,,
4322153,the bing crosby show,nan,3,1954,nan,b5262,nan,nan,nan,nan,,,,,,,,,,
10924,1948 world series,nan,2,1948,nan,w6432,nan,nan,nan,1948-????,,,,,,,,,,
3126316,world news roundup,nan,2,1957,nan,w6435,nan,nan,nan,1957-????,,,,,,,,,,
10916,1947 world series,nan,2,1947,nan,w6432,nan,nan,nan,1947-????,,,,,,,,,,
10931,1949 world series,nan,2,1949,nan,w6432,nan,nan,nan,1949-????,,,,,,,,,,
10986,1957 world series,nan,2,1957,nan,w6432,nan,nan,nan,1957-????,,,,,,,,,,
10994,1958 world series,nan,2,1958,nan,w6432,nan,nan,nan,1958-????,,,,,,,,,,
3098751,wide wide world,nan,2,1955,nan,w3643,nan,nan,nan,1955-1958,,,,,,,,,,
10938,1950 world series,nan,2,1950,nan,w6432,nan,nan,nan,1950-????,,,,,,,,,,
10943,1951 world series,nan,2,1951,nan,w6432,nan,nan,nan,1951-????,,,,,,,,,,
10950,1952 world series,nan,2,1952,nan,w6432,nan,nan,nan,1952-????,,,,,,,,,,
10958,1953 world series,nan,2,1953,nan,w6432,nan,nan,nan,1953-????,,,,,,,,,,
10965,1954 world series,nan,2,1954,nan,w6432,nan,nan,nan,1954-????,,,,,,,,,,
10970,1955 world series,nan,2,1955,nan,w6432,nan,nan,nan,1955-????,,,,,,,,,,
10978,1956 world series,nan,2,1956,nan,w6432,nan,nan,nan,1956-????,,,,,,,,,,
11002,1959 world series,nan,2,1959,nan,w6432,nan,nan,nan,1959-????,,,,,,,,,,
399319,captain billy's mississippi music hall,nan,2,1948,nan,c1351,nan,nan,nan,1948-????,,,,,,,,,,
3115315,"wonderful town, u.s.a.",nan,2,1951,nan,w5361,nan,nan,nan,1951-1952,,,,,,,,,,
136143,america's town meeting,nan,2,1948,nan,a5623,nan,nan,nan,1948-1952,,,,,,,,,,
1865527,o.s.s.,nan,2,1957,nan,o2,nan,nan,nan,1957-1958,,,,,,,,,,
846539,erskine johnson's hollywood reel,nan,2,1949,nan,e6252,nan,nan,nan,1949-1952,,,,,,,,,,
1653936,meadow's beauty forum,nan,2,1950,nan,m3213,nan,nan,nan,1950-1951,,,,,,,,,,
193234,art ford's greenwich village party,nan,2,1957,nan,a6316,nan,nan,nan,1957-1958,,,,,,,,,,
283342,betsy brewster's kitchen,nan,2,1950,nan,b3216,nan,nan,nan,1950-????,,,,,,,,,,
1278112,it's shopping time at a&s,nan,2,1950,nan,i3215,nan,nan,nan,1950-1951,,,,,,,,,,
1514375,let's pop the question,nan,2,1947,nan,l3213,nan,nan,nan,1947-1948,,,,,,,,,,
2268037,sheriff john's cartoon time,nan,2,1952,nan,s6125,nan,nan,nan,1952-1953,,,,,,,,,,
2268039,sheriff john's lunch brigade,nan,2,1952,nan,s6125,nan,nan,nan,1952-1970,,,,,,,,,,
407190,carson's coffee break,nan,2,1953,nan,c6252,nan,nan,nan,1953-????,,,,,,,,,,
1733523,mr. toby's tip-top-merry-go-round,nan,2,1954,nan,m6312,nan,nan,nan,1954-1957,,,,,,,,,,
1778546,napoleon hill's master key,nan,2,1954,nan,n1454,nan,nan,nan,1954-????,,,,,,,,,,
2240643,see what you know,nan,2,1946,nan,s325,nan,nan,nan,1946-????,,,,,,,,,,
1220431,i'd like to see,nan,2,1948,nan,i3423,nan,nan,nan,1948-1949,,,,,,,,,,
3153806,you are an artist,nan,2,1946,nan,y6563,nan,nan,nan,1946-1950,,,,,,,,,,
738039,draw me a laugh,nan,2,1949,nan,d6542,nan,nan,nan,1949-????,,,,,,,,,,
723544,doorway to fame,nan,2,1947,nan,d6315,nan,nan,nan,1947-1949,,,,,,,,,,
1554327,look upon a star,nan,2,1947,nan,l2152,nan,nan,nan,1947-????,,,,,,,,,,
3156150,you're invited,nan,2,1948,nan,y6513,nan,nan,nan,1948-????,,,,,,,,,,
3156077,you'll be sorry,nan,2,1947,nan,y4126,nan,nan,nan,1947-????,,,,,,,,,,
3103812,will you remember?,nan,2,1944,nan,w4651,nan,nan,nan,1944-1945,,,,,,,,,,
393960,campus to campus,nan,2,1949,nan,c5123,nan,nan,nan,1949-1950,,,,,,,,,,
1381144,kobb's corner,nan,2,1948,nan,k1265,nan,nan,nan,1948-1949,,,,,,,,,,
2118274,red barber's corner,nan,2,1949,nan,r3161,nan,nan,nan,1949-1958,,,,,,,,,,
1370731,king's party line,nan,2,1946,nan,k5216,nan,nan,nan,1946-????,,,,,,,,,,
1514379,let's rhumba,nan,2,1946,nan,l3265,nan,nan,nan,1946-1947,,,,,,,,,,
132358,america's health,nan,2,1951,nan,a5624,nan,nan,nan,1951-????,,,,,,,,,,
454229,child's world,nan,2,1948,nan,c4326,nan,nan,nan,1948-1949,,,,,,,,,,
705230,do's and don'ts,nan,2,1952,nan,d2535,nan,nan,nan,1952-????,,,,,,,,,,
865339,everybody's business,nan,2,1951,nan,e1613,nan,nan,nan,1951-1952,,,,,,,,,,
1365646,kiernan's corner,nan,2,1948,nan,k6526,nan,nan,nan,1948-1949,,,,,,,,,,
2511226,that's o'toole,nan,2,1949,nan,t3234,nan,nan,nan,1949-????,,,,,,,,,,
1514373,let's play reporter,nan,2,1946,nan,l3214,nan,nan,nan,1946-????,,,,,,,,,,
1101022,happy's party,nan,2,1952,nan,h1216,nan,nan,nan,1952-????,,,,,,,,,,
1223242,i.n.s. telenews,nan,2,1948,nan,i5234,nan,nan,nan,1948-????,,,,,,,,,,
2460180,talent jackpot,nan,2,1949,nan,t4532,nan,nan,nan,1949-????,,,,,,,,,,
1826712,night court u.s.a.,nan,2,1958,nan,n2326,nan,nan,nan,1958-????,,,,,,,,,,
407188,carson's cellar,nan,2,1953,nan,c6252,nan,nan,nan,1953-????,,,,,,,,,,
2460181,talent parade,nan,2,1950,nan,t4531,nan,nan,nan,1950-1951,,,,,,,,,,
3080096,what's offered,nan,2,1950,nan,w3216,nan,nan,nan,1950-????,,,,,,,,,,
2506333,tex mccrary's m.i.p.,nan,2,1955,nan,t2526,nan,nan,nan,1955-1956,,,,,,,,,,
341509,bozo's circus,nan,2,1949,nan,b262,nan,nan,nan,1949-????,,,,,,,,,,
385034,cal's corral,nan,2,1959,nan,c4264,nan,nan,nan,1959-1972,,,,,,,,,,
2866728,tinker's workshop,nan,2,1954,nan,t5262,nan,nan,nan,1954-1959,,,,,,,,,,
1278111,it's sewing time,nan,2,1949,nan,i3252,nan,nan,nan,1949-????,,,,,,,,,,
2176565,rusty's hour,nan,2,1958,nan,r2326,nan,nan,nan,1958-1959,,,,,,,,,,
2271748,ship's reporter,nan,2,1948,nan,s1261,nan,nan,nan,1948-1952,,,,,,,,,,
1278702,it's wallace?,nan,2,1954,nan,i3242,nan,nan,nan,1954-1989,,,,,,,,,,
2759863,the robert q. lewis show,nan,2,1950,nan,r1632,nan,nan,nan,1950-1951,,,,,,,,,,
2759864,the robert q. lewis show,nan,2,1954,nan,r1632,nan,nan,nan,1954-1956,,,,,,,,,,
2765473,the sarah churchill show,nan,2,1951,nan,s6262,nan,nan,nan,1951-????,,,,,,,,,,
138086,american forum of the air,nan,2,1950,nan,a5625,nan,nan,nan,1950-1952,,,,,,,,,,
219611,author meets the critics,nan,2,1947,nan,a3653,nan,nan,nan,1947-1954,,,,,,,,,,
1241700,in the kelvinator kitchen,nan,2,1947,nan,i5324,nan,nan,nan,1947-1948,,,,,,,,,,
2518992,the admiral broadway revue,nan,2,1949,nan,a3564,nan,nan,nan,1949-????,,,,,,,,,,
2640007,the hector heathcote show,nan,2,1959,nan,h2363,nan,nan,nan,1959-1965,,,,,,,,,,
2692445,the meredith willson show,nan,2,1949,nan,m6342,nan,nan,nan,1949-????,,,,,,,,,,
2682766,the lucy-desi comedy hour,nan,2,1957,nan,l2325,nan,nan,nan,1957-1960,,,,,,,,,,
1746343,music at the meadowbrook,nan,2,1953,nan,m2353,nan,nan,nan,1953-1956,,,,,,,,,,
2461252,tales of the red caboose,nan,2,1948,nan,t4213,nan,nan,nan,1948-1949,,,,,,,,,,
2698057,the mike wallace interview,nan,2,1957,nan,m2425,nan,nan,nan,1957-1958,,,,,,,,,,
2520820,the adventures of oky doky,nan,2,1948,nan,a3153,nan,nan,nan,1948-1949,,,,,,,,,,
2679590,the living christ series,nan,2,1951,nan,l1526,nan,nan,nan,1951-????,,,,,,,,,,
2857851,thunderbolt the wondercolt,nan,2,1952,nan,t5361,nan,nan,nan,1952-????,,,,,,,,,,
2521459,the adventures of popeye,nan,2,1956,nan,a3153,nan,nan,nan,1956-1964,,,,,,,,,,
1004789,george putnam and the news,nan,2,1953,nan,g6213,nan,nan,nan,1953-????,,,,,,,,,,
1747652,musical almanac,nan,2,1948,nan,m2452,nan,nan,nan,1948-1949,,,,,,,,,,
1747731,musical merry-go-round,nan,2,1947,nan,m2456,nan,nan,nan,1947-1949,,,,,,,,,,
3036955,voice of america news,nan,2,1942,nan,v2156,nan,nan,nan,1942-????,,,,,,,,,,
79346,adventures in jazz,nan,2,1949,nan,a3153,nan,nan,nan,1949-????,,,,,,,,,,
570255,crusade in europe,nan,2,1949,nan,c6235,nan,nan,nan,1949-????,,,,,,,,,,
1512132,lesson in safety,nan,2,1951,nan,l2521,nan,nan,nan,1951-????,,,,,,,,,,
79374,adventures in music,nan,2,1948,nan,a3153,nan,nan,nan,1948-1951,,,,,,,,,,
881029,face the music,nan,2,1949,nan,f2352,nan,nan,nan,1949-????,,,,,,,,,,
881113,face the nation,nan,2,1954,nan,f2353,nan,nan,nan,1954-????,,,,,,,,,,
1656907,meet me at the zoo,nan,2,1953,nan,m3532,nan,nan,nan,1953-????,,,,,,,,,,
2149057,roar of the rails,nan,2,1948,nan,r6136,nan,nan,nan,1948-1949,,,,,,,,,,
2526012,the amazing polgar,nan,2,1949,nan,a5252,nan,nan,nan,1949-????,,,,,,,,,,
2538204,the ben blue show,nan,2,1950,nan,b5142,nan,nan,nan,1950-????,,,,,,,,,,
2542884,the big question,nan,2,1951,nan,b235,nan,nan,nan,1951-1952,,,,,,,,,,
2543754,the bigelow show,nan,2,1948,nan,b242,nan,nan,nan,1948-1949,,,,,,,,,,
2611558,the eyes have it,i,2,1948,nan,e213,nan,nan,nan,1948-1949,,,,,,,,,,
2611559,the eyes have it,ii,2,1948,nan,e213,nan,nan,nan,1948-1952,,,,,,,,,,
2662062,the juke box jury,nan,2,1956,nan,j2126,nan,nan,nan,1956-????,,,,,,,,,,
2702696,the morning show,nan,2,1954,nan,m652,nan,nan,nan,1954-????,,,,,,,,,,
2753446,the red rowe show,nan,2,1959,nan,r362,nan,nan,nan,1959-1960,,,,,,,,,,
2756086,the revlon revue,nan,2,1959,nan,r1456,nan,nan,nan,1959-????,,,,,,,,,,
2771834,the silver theatre,nan,2,1949,nan,s4163,nan,nan,nan,1949-1950,,,,,,,,,,
2825735,the world is yours,nan,2,1951,nan,w6432,nan,nan,nan,1951-????,,,,,,,,,,
3076460,what in the world?,nan,2,1951,nan,w3536,nan,nan,nan,1951-????,,,,,,,,,,
1896766,on the carousel,nan,2,1954,nan,o5326,nan,nan,nan,1954-????,,,,,,,,,,
2720393,the nfl on cbs,nan,2,1956,nan,n1452,nan,nan,nan,1956-????,,,,,,,,,,
191073,around the town,nan,2,1950,nan,a6535,nan,nan,nan,1950-????,,,,,,,,,,
454523,children's theater,nan,2,1949,nan,c4365,nan,nan,nan,1949-????,,,,,,,,,,
1657524,meet the press,nan,2,1947,nan,m3162,nan,nan,nan,1947-????,,,,,,,,,,
1658215,meet the veep,nan,2,1953,nan,m31,nan,nan,nan,1953-????,,,,,,,,,,
2530649,the army hour,nan,2,1947,nan,a656,nan,nan,nan,1947-????,,,,,,,,,,
2530697,the arrow show,nan,2,1948,nan,a62,nan,nan,nan,1948-1949,,,,,,,,,,
2551211,the bob hope show,nan,2,1952,nan,b12,nan,nan,nan,1952-????,,,,,,,,,,
2560622,the borden show,nan,2,1947,nan,b6352,nan,nan,nan,1947-????,,,,,,,,,,
2566415,the catholic hour,nan,2,1953,nan,c3426,nan,nan,nan,1953-????,,,,,,,,,,
2617229,the fisher family,nan,2,1952,nan,f2615,nan,nan,nan,1952-1988,,,,,,,,,,
2667395,the lamb's gambol,nan,2,1949,nan,l5125,nan,nan,nan,1949-????,,,,,,,,,,
912927,felix the cat,nan,2,1958,nan,f4232,nan,nan,nan,1958-????,,,,,,,,,,
2678981,the little rascals,nan,2,1955,nan,l3462,nan,nan,nan,1955-????,,,,,,,,,,
966685,fun for the money,nan,2,1949,nan,f5163,nan,nan,nan,1949-????,,,,,,,,,,
1896984,on the corner,nan,2,1948,nan,o5326,nan,nan,nan,1948-????,,,,,,,,,,
2089394,quizzing the news,nan,2,1948,nan,q2523,nan,nan,nan,1948-1949,,,,,,,,,,
2614330,the fashion story,nan,2,1948,nan,f2523,nan,nan,nan,1948-1949,,,,,,,,,,
2629534,the golden game,nan,2,1950,nan,g4352,nan,nan,nan,1950-????,,,,,,,,,,
3161246,youth on the march,nan,2,1949,nan,y3535,nan,nan,nan,1949-1953,,,,,,,,,,
2006582,play the game,nan,2,1946,nan,p4325,nan,nan,nan,1946-????,,,,,,,,,,
2571441,the christophers,nan,2,1952,nan,c6231,nan,nan,nan,1952-????,,,,,,,,,,
3057723,watch the world,nan,2,1950,nan,w3236,nan,nan,nan,1950-????,,,,,,,,,,
1361291,key to the ages,nan,2,1955,nan,k32,nan,nan,nan,1955-????,,,,,,,,,,
1361292,key to the missing,nan,2,1948,nan,k3525,nan,nan,nan,1948-1949,,,,,,,,,,
1711029,monodrama theater,nan,2,1952,nan,m5365,nan,nan,nan,1952-????,,,,,,,,,,
2456995,take the break,nan,2,1951,nan,t2316,nan,nan,nan,1951-1953,,,,,,,,,,
2613548,the family genius,nan,2,1949,nan,f5425,nan,nan,nan,1949-????,,,,,,,,,,
2635317,the growing paynes,nan,2,1948,nan,g6521,nan,nan,nan,1948-1949,,,,,,,,,,
2741662,the power of women,nan,2,1952,nan,p615,nan,nan,nan,1952-????,,,,,,,,,,
2762659,the roy doty show,nan,2,1953,nan,r32,nan,nan,nan,1953-????,,,,,,,,,,
2785237,the talent shop,nan,2,1951,nan,t4532,nan,nan,nan,1951-????,,,,,,,,,,
3108454,wisdom of the ages,nan,2,1952,nan,w2351,nan,nan,nan,1952-1953,,,,,,,,,,
2679558,the living bible,nan,2,1952,nan,l1521,nan,nan,nan,1952-????,,,,,,,,,,
2006464,play of the week,nan,2,1959,nan,p4132,nan,nan,nan,1959-1961,,,,,,,,,,
341498,bozo the clown,i,2,1959,nan,b2324,nan,nan,nan,1959-1964,,,,,,,,,,
2524327,the al jarvis show,nan,2,1949,nan,a4261,nan,nan,nan,1949-????,,,,,,,,,,
2740079,the polka parade,nan,2,1955,nan,p4216,nan,nan,nan,1955-1973,,,,,,,,,,
2789023,the tim mccoy show,nan,2,1952,nan,t52,nan,nan,nan,1952-????,,,,,,,,,,
2313777,slam bang theater,nan,2,1959,nan,s4515,nan,nan,nan,1959-1972,,,,,,,,,,
